lon,lat,num
118.66124335378005,28.92588513213444,1
118.08115584871544,29.04952406765118,1
118.38722644164108,29.059406055009923,1
118.41649535128697,29.135673493885232,2
118.55019107002441,29.300640724771107,1
118.57374080604751,28.685810835578355,2
118.70453463048833,28.824715624332843,1
118.86481914446486,28.946912041540134,2
118.8727276271301,28.972530779387345,1
118.88002782152073,28.969728523238526,2
118.888426918557,28.94121650684369,1
118.90749304326654,28.889264723036923,2
119.17595574542008,29.030569493814035,1
119.18142784489933,29.044093575732788,2
118.51744935075888,28.893763815800597,2
118.40145857562275,29.111570994512558,2
118.46771043885684,29.076116497381065,2
118.52794854496675,28.472595581391875,1
118.56034552635546,28.629984720906645,2
118.62500557348338,28.8030207201484,2
118.63461116645543,28.756879708807944,2
118.64320055284124,28.738522102888314,2
118.7202463744259,28.99050396826611,1
118.77926122677745,28.949265020934874,1
118.80451890511137,28.8648066194193,1
118.83813841058087,28.87872832657102,1
118.85721469761432,28.985333823852873,1
118.85990671233677,29.014619586578576,1
118.86663813000095,28.92979285323873,2
118.86968479879089,28.940868595206855,2
118.88353358908039,28.952160947453034,2
118.89021622253131,28.93997751015246,1
118.90439246486389,28.89382258879105,1
118.92422390261044,28.94120959071342,2
118.94642274705973,28.97046416187659,1
118.96853146924934,28.977599943142344,2
118.99382836840715,29.140808065453026,2
119.1538097971587,29.149393868943445,2
119.19958230460165,29.045615326797698,1
119.2106553760251,29.20472079131372,1
118.40096408131316,29.294435380741042,1
118.40370966389763,29.195691385046302,2
118.40557338314055,29.129474384993305,2
118.45483472983949,28.6115626802155,1
118.54043571610778,28.671717717222066,1
118.55886621267017,28.66166054787153,1
118.60810269193172,28.718176981015485,2
118.63988234218695,28.75344894034119,1
118.64737217648785,28.758800430779065,2
118.73027094805185,28.993705839115933,2
118.79340224199831,29.01702606240705,1
118.86299787117395,28.974633848888214,2
118.88678758098811,28.946622600178106,2
118.89591766545327,28.94240984241874,1
118.92532731335005,28.908182033474368,2
119.01890221492577,28.887433551352764,1
119.12666271418996,29.15754758117312,1
119.12960162524828,29.15468096296656,1
119.17360284818973,29.032599502464652,4
118.51679999152014,28.9001612051803,2
118.35414965823382,29.010981086702007,2
118.41708009164022,29.145120601205033,2
118.57225130295897,28.659902103291664,1
118.6054934387588,28.70632183641538,1
118.74253536682347,28.963563669676113,1
118.86539451712788,28.95250533124332,1
118.86896774264324,28.93736099195057,1
118.87535780957334,28.96847437235479,2
118.8792326176135,28.962617209247014,1
118.88065509568051,28.94243376601061,3
118.90360271042869,28.925027121323264,1
119.11212938154422,29.089178013220206,1
119.16601138646057,29.09408636031597,1
119.16870470212808,29.02823923396589,2
119.18045949892995,29.0335993841639,2
119.19069134476774,29.023474050125348,2
